Geographic Area Name,Median income estimate
"Yorkville village, Wisconsin",55423
"Yuba village, Wisconsin",28625
"Zoar CDP, Wisconsin",19306
"Afton town, Wyoming",38571
"Albany CDP, Wyoming",20625
"Albin town, Wyoming",-
"Alcova CDP, Wyoming",39792
"Alpine town, Wyoming",52344
"Alpine Northeast CDP, Wyoming",-
"Alpine Northwest CDP, Wyoming",38016
"Alta CDP, Wyoming",53850
"Antelope Hills CDP, Wyoming",-
"Arapahoe CDP, Wyoming",19744
"Arlington CDP, Wyoming",-
"Arrowhead Springs CDP, Wyoming",-
"Arvada CDP, Wyoming",-
"Atlantic City CDP, Wyoming",-
"Auburn CDP, Wyoming",43229
"Baggs town, Wyoming",33494
"Bairoil town, Wyoming",42361
"Bar Nunn town, Wyoming",51970
"Basin town, Wyoming",28795
"Bear River town, Wyoming",40903
"Bedford CDP, Wyoming",58058
"Bessemer Bend CDP, Wyoming",73250
"Beulah CDP, Wyoming",-
"Big Horn CDP, Wyoming",-
"Big Piney town, Wyoming",39423
"Bondurant CDP, Wyoming",-
"Boulder CDP, Wyoming",-
"Boulder Flats CDP, Wyoming",25938
"Brookhurst CDP, Wyoming",70667
"Buffalo city, Wyoming",35700
"Burlington town, Wyoming",33304
"Burns town, Wyoming",29282
"Byron town, Wyoming",35380
"Carpenter CDP, Wyoming",-
"Carter CDP, Wyoming",-
"Casper city, Wyoming",39930
"Casper Mountain CDP, Wyoming",52656
"Centennial CDP, Wyoming",31579
"Cheyenne city, Wyoming",45024
"Chugcreek CDP, Wyoming",-
"Chugwater town, Wyoming",42943
"Clearmont town, Wyoming",18542
"Clearview Acres CDP, Wyoming",42039
"Cody city, Wyoming",37110
"Cokeville town, Wyoming",28281
"Cora CDP, Wyoming",-
"Cowley town, Wyoming",31111
"Crowheart CDP, Wyoming",54688
"Daniel CDP, Wyoming",21165
"Dayton town, Wyoming",36500
"Deaver town, Wyoming",22500
"Diamondville town, Wyoming",33676
"Dixon town, Wyoming",63611
"Douglas city, Wyoming",39526
"Dubois town, Wyoming",27500
"East Thermopolis town, Wyoming",19375
"Eden CDP, Wyoming",29844
"Edgerton town, Wyoming",24375
"Elk Mountain town, Wyoming",29375
"El Rancho CDP, Wyoming",31500
"Encampment town, Wyoming",34891
"Esterbrook CDP, Wyoming",64375
"Ethete CDP, Wyoming",17167
"Etna CDP, Wyoming",-
"Evanston city, Wyoming",34290
"Evansville town, Wyoming",36581
"Fairview CDP, Wyoming",9081
"Farson CDP, Wyoming",45500
"Fontenelle CDP, Wyoming",-
"Fort Bridger CDP, Wyoming",-
"Fort Laramie town, Wyoming",29750
"Fort Washakie CDP, Wyoming",16394
"Fox Farm-College CDP, Wyoming",25311
"Fox Park CDP, Wyoming",-
"Frannie town, Wyoming",23977
"Freedom CDP, Wyoming",29583
"Garland CDP, Wyoming",36607
"Gillette city, Wyoming",44980
"Glendo town, Wyoming",26136
"Glenrock town, Wyoming",38088
"Granger town, Wyoming",31618
"Green River city, Wyoming",47936
"Greybull town, Wyoming",30854
"Grover CDP, Wyoming",26193
"Guernsey town, Wyoming",40208
"Hanna town, Wyoming",55160
"Hartrandt CDP, Wyoming",36950
"Hartville town, Wyoming",42679
"Hawk Springs CDP, Wyoming",-
"Hillsdale CDP, Wyoming",-
"Hill View Heights CDP, Wyoming",42727
"Hoback CDP, Wyoming",97619
"Homa Hills CDP, Wyoming",47917
"Hudson town, Wyoming",31125
"Hulett town, Wyoming",40833
"Huntley CDP, Wyoming",-
"Hyattville CDP, Wyoming",31875
"Jackson town, Wyoming",55172
"James Town CDP, Wyoming",47270
"Jeffrey City CDP, Wyoming",-
"Johnstown CDP, Wyoming",-
"Kaycee town, Wyoming",25385
"Kelly CDP, Wyoming",21933
"Kemmerer city, Wyoming",39357
"Kirby town, Wyoming",25000
"La Barge town, Wyoming",29375
"LaGrange town, Wyoming",15581
"Lakeview North CDP, Wyoming",-
"Lance Creek CDP, Wyoming",-
"Lander city, Wyoming",37311
"Laramie city, Wyoming",26453
"Lingle town, Wyoming",40938
"Little America CDP, Wyoming",-
"Lonetree CDP, Wyoming",70903
"Lost Springs town, Wyoming",-
"Lovell town, Wyoming",30509
"Lucerne CDP, Wyoming",30083
"Lusk town, Wyoming",23938
"Lyman town, Wyoming",52946
"McKinnon CDP, Wyoming",-
"Mammoth CDP, Wyoming",-
"Manderson town, Wyoming",31250
"Manville town, Wyoming",23244
"Marbleton town, Wyoming",29893
"Meadow Acres CDP, Wyoming",41406
"Medicine Bow town, Wyoming",27115
"Meeteetse town, Wyoming",24250
"Midwest town, Wyoming",38250
"Mills town, Wyoming",35886
"Moorcroft town, Wyoming",36250
"Moose Wilson Road CDP, Wyoming",40114
"Mountain View CDP, Wyoming",-
"Mountain View town, Wyoming",27625
"Newcastle city, Wyoming",33875
"Nordic CDP, Wyoming",85446
"North Rock Springs CDP, Wyoming",51750
"Oakley CDP, Wyoming",-
"Opal town, Wyoming",19063
"Orin CDP, Wyoming",-
"Osage CDP, Wyoming",-
"Osmond CDP, Wyoming",45357
"Owl Creek CDP, Wyoming",-
"Parkman CDP, Wyoming",29122
"Pavillion town, Wyoming",22321
"Pine Bluffs town, Wyoming",35149
"Pinedale town, Wyoming",41925
"Pine Haven town, Wyoming",34853
"Point of Rocks CDP, Wyoming",-
"Powder Horn CDP, Wyoming",-
"Powder River CDP, Wyoming",-
"Powell city, Wyoming",29515
"Purple Sage CDP, Wyoming",36201
"Rafter J Ranch CDP, Wyoming",56964
"Ralston CDP, Wyoming",37035
"Ranchester town, Wyoming",35231
"Ranchettes CDP, Wyoming",58186
"Rawlins city, Wyoming",38001
"Red Butte CDP, Wyoming",62000
"Reliance CDP, Wyoming",35854
"Riverside town, Wyoming",-
"Riverton city, Wyoming",32237
"Robertson CDP, Wyoming",19022
"Rock River town, Wyoming",-
"Rock Springs city, Wyoming",42318
"Rolling Hills town, Wyoming",52500
"Ryan Park CDP, Wyoming",-
"Saratoga town, Wyoming",35041
"Shell CDP, Wyoming",-
"Sheridan city, Wyoming",38589
"Shoshoni town, Wyoming",26813
"Sinclair town, Wyoming",46250
"Slater CDP, Wyoming",-
"Sleepy Hollow CDP, Wyoming",54419
"Smoot CDP, Wyoming",37460
"South Greeley CDP, Wyoming",31358
"South Park CDP, Wyoming",49866
"Star Valley Ranch town, Wyoming",51597
"Story CDP, Wyoming",49900
"Sundance town, Wyoming",41792
"Superior town, Wyoming",37750
"Table Rock CDP, Wyoming",-
"Taylor CDP, Wyoming",32639
"Ten Sleep town, Wyoming",24153
"Teton Village CDP, Wyoming",71580
"Thayne town, Wyoming",32348
"Thermopolis town, Wyoming",38140
"Torrington city, Wyoming",25229
"Turnerville CDP, Wyoming",29512
"Upton town, Wyoming",28984
"Urie CDP, Wyoming",-
"Van Tassell town, Wyoming",-
"Veteran CDP, Wyoming",-
"Vista West CDP, Wyoming",49375
"Wamsutter town, Wyoming",-
"Warren AFB CDP, Wyoming",29751
"Washam CDP, Wyoming",40465
"Westview Circle CDP, Wyoming",22917
"Wheatland town, Wyoming",38078
"Whiting CDP, Wyoming",-
"Wilson CDP, Wyoming",57516
"Woods Landing-Jelm CDP, Wyoming",83264
"Worland city, Wyoming",36406
"Wright town, Wyoming",52917
"Yoder town, Wyoming",17381
"Y-O Ranch CDP, Wyoming",-
"Aceitunas comunidad, Puerto Rico",null
"Adjuntas zona urbana, Puerto Rico",null
"Aguada zona urbana, Puerto Rico",null
"Aguadilla zona urbana, Puerto Rico",null
"Aguas Buenas zona urbana, Puerto Rico",null
"Aguas Claras comunidad, Puerto Rico",null
"Aguilita comunidad, Puerto Rico",null
"Aibonito zona urbana, Puerto Rico",null
"Alianza comunidad, Puerto Rico",null
"Añasco zona urbana, Puerto Rico",null
"Animas comunidad, Puerto Rico",null
"Anon Raices comunidad, Puerto Rico",null
"Antón Ruíz comunidad, Puerto Rico",null
"Arecibo zona urbana, Puerto Rico",null
"Arroyo zona urbana, Puerto Rico",null
"Bairoa La Veinticinco comunidad, Puerto Rico",null
"Bajadero comunidad, Puerto Rico",null
"Bajandas comunidad, Puerto Rico",null
"Barahona comunidad, Puerto Rico",null
"Barceloneta zona urbana, Puerto Rico",null
"Barranquitas zona urbana, Puerto Rico",null
"Bartolo comunidad, Puerto Rico",null
"Bayamón zona urbana, Puerto Rico",null
"Bayamón comunidad, Puerto Rico",null
"Benítez comunidad, Puerto Rico",null
"Betances comunidad, Puerto Rico",null
"Boquerón comunidad (Cabo Rojo Municipio), Puerto Rico",null
"Boquerón comunidad (Las Piedras Municipio), Puerto Rico",null
"Breñas comunidad, Puerto Rico",null
"Brisas del Campanero comunidad, Puerto Rico",null
"Buena Vista comunidad (Arroyo Municipio), Puerto Rico",null
"Buena Vista comunidad (Humacao Municipio), Puerto Rico",null
"Búfalo comunidad, Puerto Rico",null
"Cabán comunidad, Puerto Rico",null
"Cabo Rojo zona urbana, Puerto Rico",null
"Cacao comunidad, Puerto Rico",null
"Caguas zona urbana, Puerto Rico",null
"Calzada comunidad, Puerto Rico",null
"Cambalache comunidad, Puerto Rico",null
"Campanilla comunidad, Puerto Rico",null
"Campanillas comunidad, Puerto Rico",null
"Campo Rico comunidad, Puerto Rico",null
"Camuy zona urbana, Puerto Rico",null
"Candelaria comunidad, Puerto Rico",null
"Candelaria Arenas comunidad, Puerto Rico",null
"Candelero Abajo comunidad, Puerto Rico",null
"Candelero Arriba comunidad, Puerto Rico",null
"Caño Martin Peña comunidad, Puerto Rico",null
"Canóvanas zona urbana, Puerto Rico",null
"Canovanillas comunidad, Puerto Rico",null
"Capitanejo comunidad, Puerto Rico",null
"Carolina zona urbana, Puerto Rico",null
"Carrizales comunidad, Puerto Rico",null
"Cataño zona urbana, Puerto Rico",null
"Cayey zona urbana, Puerto Rico",null
"Cayuco comunidad, Puerto Rico",null
"Ceiba zona urbana, Puerto Rico",null
"Ceiba comunidad, Puerto Rico",null
"Celada comunidad, Puerto Rico",null
"Central Aguirre comunidad, Puerto Rico",null
"Cerrillos Hoyos comunidad, Puerto Rico",null
"Ciales zona urbana, Puerto Rico",null
"Cidra zona urbana, Puerto Rico",null
"Coamo zona urbana, Puerto Rico",null
"Coco comunidad, Puerto Rico",null
"Comerío zona urbana, Puerto Rico",null
"Comunas comunidad, Puerto Rico",null
"Coquí comunidad, Puerto Rico",null
"Corazón comunidad, Puerto Rico",null
"Corcovado comunidad, Puerto Rico",null
"Corozal zona urbana, Puerto Rico",null
"Corral Viejo comunidad, Puerto Rico",null
"Coto Laurel comunidad, Puerto Rico",null
"Coto Norte comunidad, Puerto Rico",null
"Culebra zona urbana, Puerto Rico",null
"Daguao comunidad, Puerto Rico",null
"Del Carmen comunidad, Puerto Rico",null
"Dorado zona urbana, Puerto Rico",null
"Duque comunidad, Puerto Rico",null
"El Combate comunidad, Puerto Rico",null
"El Mangó comunidad, Puerto Rico",null
"El Negro comunidad, Puerto Rico",null
"El Ojo comunidad, Puerto Rico",null
"El Paraiso comunidad, Puerto Rico",null
"El Tumbao comunidad, Puerto Rico",null
"El Veintiséis comunidad, Puerto Rico",null
"Emajagua comunidad, Puerto Rico",null
"Esperanza comunidad, Puerto Rico",null
"Espino comunidad, Puerto Rico",null
"Fajardo zona urbana, Puerto Rico",null
"Ferrer comunidad, Puerto Rico",null
"Florida zona urbana, Puerto Rico",null
"Fránquez comunidad, Puerto Rico",null
"Frontón comunidad, Puerto Rico",null
"Fuig comunidad, Puerto Rico",null
"Galateo comunidad, Puerto Rico",null
"Garrochales comunidad, Puerto Rico",null
"G. L. García comunidad, Puerto Rico",null
"Guánica zona urbana, Puerto Rico",null
"Guayabal comunidad, Puerto Rico",null
"Guayama zona urbana, Puerto Rico",null
"Guayanilla zona urbana, Puerto Rico",null
"Guaynabo zona urbana, Puerto Rico",null
"Gurabo zona urbana, Puerto Rico",null
"Hacienda San José comunidad, Puerto Rico",null
"Hatillo zona urbana, Puerto Rico",null
"Hato Arriba comunidad, Puerto Rico",null
"Hato Candal comunidad, Puerto Rico",null
"Hato Viejo comunidad, Puerto Rico",null
"Honduras comunidad, Puerto Rico",null
"Hormigueros zona urbana, Puerto Rico",null
"H. Rivera Colón comunidad, Puerto Rico",null
"Humacao zona urbana, Puerto Rico",null
"Imbéry comunidad, Puerto Rico",null
"Indios comunidad, Puerto Rico",null
"Ingenio comunidad, Puerto Rico",null
"Isabela zona urbana, Puerto Rico",null
"Isleta comunidad, Puerto Rico",null
"Jagual comunidad, Puerto Rico",null
"Jaguas comunidad, Puerto Rico",null
"Jauca comunidad, Puerto Rico",null
"Jayuya zona urbana, Puerto Rico",null
"Jobos comunidad, Puerto Rico",null
"Juana Díaz zona urbana, Puerto Rico",null
"Juncal comunidad, Puerto Rico",null
"Juncos zona urbana, Puerto Rico",null
"La Alianza comunidad, Puerto Rico",null
"La Dolores comunidad, Puerto Rico",null
"La Fermina comunidad, Puerto Rico",null
"Lajas zona urbana, Puerto Rico",null
"La Liga comunidad, Puerto Rico",null
"La Luisa comunidad, Puerto Rico",null
"Lamboglia comunidad, Puerto Rico",null
"La Parguera comunidad, Puerto Rico",null
"La Pica comunidad, Puerto Rico",null
"La Playa comunidad, Puerto Rico",null
"La Plena comunidad, Puerto Rico",null
"Lares zona urbana, Puerto Rico",null
"Las Carolinas comunidad, Puerto Rico",null
"Las Croabas comunidad, Puerto Rico",null
"Las Gaviotas comunidad, Puerto Rico",null
"Las Marías comunidad, Puerto Rico",null
"Las Marías zona urbana, Puerto Rico",null
"Las Ochenta comunidad, Puerto Rico",null
"Las Ollas comunidad, Puerto Rico",null
"Las Piedras zona urbana, Puerto Rico",null
"Lassalle comunidad, Puerto Rico",null
"La Yuca comunidad, Puerto Rico",null
"Liborio Negrón Torres comunidad, Puerto Rico",null
"Lluveras comunidad, Puerto Rico",null
"Loíza zona urbana, Puerto Rico",null
"Lomas comunidad, Puerto Rico",null
"Lomas Verdes comunidad, Puerto Rico",null
"Los Héroes comunidad, Puerto Rico",null
"Los Llanos comunidad, Puerto Rico",null
"Los Panes comunidad, Puerto Rico",null
"Los Prados comunidad, Puerto Rico",null
"Luis Lloréns Torres comunidad, Puerto Rico",null
"Luis M. Cintrón comunidad, Puerto Rico",null
"Luquillo zona urbana, Puerto Rico",null
"Luyando comunidad, Puerto Rico",null
"Magas Arriba comunidad, Puerto Rico",null
"Maguayo comunidad, Puerto Rico",null
"Manatí zona urbana, Puerto Rico",null
"Mansión del Mar comunidad, Puerto Rico",null
"Mansión del Sol comunidad, Puerto Rico",null
"María Antonia comunidad, Puerto Rico",null
"Mariano Colón comunidad, Puerto Rico",null
"Maricao zona urbana, Puerto Rico",null
"Martorell comunidad, Puerto Rico",null
"Marueño comunidad, Puerto Rico",null
"Maunabo zona urbana, Puerto Rico",null
"Mayagüez zona urbana, Puerto Rico",null
"Miranda comunidad, Puerto Rico",null
"Moca zona urbana, Puerto Rico",null
"Monserrate comunidad, Puerto Rico",null
"Monte Grande comunidad, Puerto Rico",null
"Monte Verde comunidad, Puerto Rico",null
"Mora comunidad, Puerto Rico",null
"Morovis zona urbana, Puerto Rico",null
"Mucarabones comunidad, Puerto Rico",null
"Naguabo zona urbana, Puerto Rico",null
"Naranjito zona urbana, Puerto Rico",null
"Olimpo comunidad, Puerto Rico",null
"Orocovis zona urbana, Puerto Rico",null
"Pabellones comunidad, Puerto Rico",null
"Pájaros comunidad, Puerto Rico",null
"Pajonal comunidad, Puerto Rico",null
"Palmarejo comunidad (Coamo Municipio), Puerto Rico",null
"Palmarejo comunidad (Corozal Municipio), Puerto Rico",null
"Palmarejo comunidad (Lajas Municipio), Puerto Rico",null
"Palmas comunidad, Puerto Rico",null
"Palmas del Mar comunidad, Puerto Rico",null
"Palma Sola comunidad, Puerto Rico",null
"Palmer comunidad, Puerto Rico",null
"Palomas comunidad (Comerío Municipio), Puerto Rico",null
"Palomas comunidad (Yauco Municipio), Puerto Rico",null
"Palo Seco comunidad, Puerto Rico",null
"Parcelas de Navarro comunidad, Puerto Rico",null
"Parcelas La Milagrosa comunidad, Puerto Rico",null
"Parcelas Mandry comunidad, Puerto Rico",null
"Parcelas Nuevas comunidad, Puerto Rico",null
"Parcelas Peñuelas comunidad, Puerto Rico",null
"Parcelas Viejas Borinquen comunidad, Puerto Rico",null
"Pastos comunidad, Puerto Rico",null
"Patillas zona urbana, Puerto Rico",null
"Peña Pobre comunidad, Puerto Rico",null
"Peñuelas zona urbana, Puerto Rico",null
"Piedra Aguza comunidad, Puerto Rico",null
"Piedra Gorda comunidad, Puerto Rico",null
"Piñas comunidad, Puerto Rico",null
"Playa Fortuna comunidad, Puerto Rico",null
"Playita comunidad (Salinas Municipio), Puerto Rico",null
"Playita comunidad (Yabucoa Municipio), Puerto Rico",null
"Playita Cortada comunidad, Puerto Rico",null
"Pole Ojea comunidad, Puerto Rico",null
"Ponce zona urbana, Puerto Rico",null
"Potala Pastillo comunidad, Puerto Rico",null
"Pueblito del Carmen comunidad, Puerto Rico",null
"Pueblito del Río comunidad, Puerto Rico",null
"Puerto Real comunidad, Puerto Rico",null
"Punta Santiago comunidad, Puerto Rico",null
"Quebrada comunidad, Puerto Rico",null
"Quebrada del Agua comunidad, Puerto Rico",null
"Quebrada Prieta comunidad, Puerto Rico",null
"Quebradillas zona urbana, Puerto Rico",null
"Rafael Capó comunidad, Puerto Rico",null
"Rafael González comunidad, Puerto Rico",null
"Rafael Hernández comunidad, Puerto Rico",null
"Ramos comunidad, Puerto Rico",null
"Rincón comunidad, Puerto Rico",null
"Rincón zona urbana, Puerto Rico",null
"Río Blanco comunidad, Puerto Rico",null
"Río Cañas Abajo comunidad, Puerto Rico",null
"Río Grande zona urbana, Puerto Rico",null
"Río Lajas comunidad, Puerto Rico",null
"Rodríguez Hevia comunidad, Puerto Rico",null
"Rosa Sánchez comunidad, Puerto Rico",null
"Sabana comunidad, Puerto Rico",null
"Sabana Eneas comunidad, Puerto Rico",null
"Sabana Grande zona urbana, Puerto Rico",null
"Sabana Hoyos comunidad, Puerto Rico",null
"Sabana Seca comunidad, Puerto Rico",null
"Salinas zona urbana, Puerto Rico",null
"San Antonio comunidad (Aguadilla Municipio), Puerto Rico",null
"San Antonio comunidad (Dorado Municipio), Puerto Rico",null
"San Antonio comunidad (Quebradillas Municipio), Puerto Rico",null
"San Germán zona urbana, Puerto Rico",null
"San Isidro comunidad, Puerto Rico",null
"San José comunidad, Puerto Rico",null
"San Juan zona urbana, Puerto Rico",null
"San Lorenzo zona urbana, Puerto Rico",null
"San Sebastián zona urbana, Puerto Rico",null
"Santa Bárbara comunidad, Puerto Rico",null
"Santa Clara comunidad, Puerto Rico",null
"Santa Isabel zona urbana, Puerto Rico",null
"Santa María comunidad, Puerto Rico",null
"Santo Domingo comunidad, Puerto Rico",null
"Stella comunidad, Puerto Rico",null
"Suárez comunidad, Puerto Rico",null
